id,message,label
105,Kindly register for the upcoming workshop using the link provided for your information,1
106,Please fill out the Google form for event registration please respond if needed,1
107,Important update regarding the project deadline before the deadline,1
108,Kindly confirm your attendance for the seminar before the deadline,1
109,There will be a temporary server downtime tonight please respond if needed,1
110,Office will remain closed tomorrow due to maintenance before the deadline,1
111,Submit the required documents for verification please respond if needed,1
112,Training session on the new platform begins tomorrow kindly take action,1
113,There will be a temporary server downtime tonight kindly take action,1
114,Reminder to submit your weekly report today before the deadline,1
115,Reminder to submit your weekly report today,1
116,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
117,Reminder that the system maintenance will occur tonight kindly take action,1
118,Please review the attached document before the meeting before the deadline,1
119,Please fill out the Google form for event registration please respond if needed,1
120,Security update: all users must reset their passwords please respond if needed,1
121,Please review the attached document before the meeting,1
122,Training session on the new platform begins tomorrow,1
123,The client meeting has been scheduled for tomorrow at 10 AM,1
124,Office will remain closed tomorrow due to maintenance,1
125,Kindly confirm your attendance for the seminar kindly take action,1
126,Reminder that the system maintenance will occur tonight before the deadline,1
127,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
128,The quarterly review meeting will start at 3 PM for your information,1
129,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
130,Kindly register for the upcoming workshop using the link provided before the deadline,1
131,Security update: all users must reset their passwords for your information,1
132,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
133,Submit the required documents for verification for your information,1
134,The client meeting has been scheduled for tomorrow at 10 AM,1
135,Reminder that the system maintenance will occur tonight for your information,1
136,Please complete the compliance training before Friday for your information,1
137,There will be a temporary server downtime tonight for your information,1
138,Kindly confirm your attendance for the seminar,1
139,The quarterly review meeting will start at 3 PM,1
140,Please review the attached document before the meeting for your information,1
141,Training session on the new platform begins tomorrow kindly take action,1
142,Submit the required documents for verification,1
143,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
144,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
145,Reminder to submit your weekly report today please respond if needed,1
146,There will be a temporary server downtime tonight please respond if needed,1
147,Important update regarding the project deadline for your information,1
148,The client meeting has been scheduled for tomorrow at 10 AM,1
149,Reminder to submit your weekly report today before the deadline,1
150,Reminder that the system maintenance will occur tonight,1
151,The quarterly review meeting will start at 3 PM before the deadline,1
152,Kindly confirm your attendance for the seminar,1
153,Reminder that the system maintenance will occur tonight please respond if needed,1
154,Kindly register for the upcoming workshop using the link provided for your information,1
155,Reminder to submit your weekly report today for your information,1
156,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
157,Office will remain closed tomorrow due to maintenance,1
158,Kindly register for the upcoming workshop using the link provided for your information,1
159,Please review the attached document before the meeting for your information,1
160,Important update regarding the project deadline for your information,1
161,Important update regarding the project deadline for your information,1
162,Training session on the new platform begins tomorrow before the deadline,1
163,The quarterly review meeting will start at 3 PM for your information,1
164,Kindly register for the upcoming workshop using the link provided please respond if needed,1
165,Important update regarding the project deadline please respond if needed,1
166,Please review the attached document before the meeting before the deadline,1
167,Training session on the new platform begins tomorrow before the deadline,1
168,Please review the attached document before the meeting kindly take action,1
169,Please review the attached document before the meeting,1
170,Security update: all users must reset their passwords for your information,1
171,Please fill out the Google form for event registration before the deadline,1
172,Kindly register for the upcoming workshop using the link provided,1
173,Please fill out the Google form for event registration,1
174,Kindly confirm your attendance for the seminar please respond if needed,1
175,Reminder that the system maintenance will occur tonight before the deadline,1
176,Reminder that the system maintenance will occur tonight please respond if needed,1
177,There will be a temporary server downtime tonight,1
178,Office will remain closed tomorrow due to maintenance before the deadline,1
179,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
180,Security update: all users must reset their passwords,1
181,Security update: all users must reset their passwords,1
182,There will be a temporary server downtime tonight before the deadline,1
183,Security update: all users must reset their passwords before the deadline,1
184,Please complete the compliance training before Friday kindly take action,1
185,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
186,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
187,There will be a temporary server downtime tonight please respond if needed,1
188,The quarterly review meeting will start at 3 PM kindly take action,1
189,Reminder to submit your weekly report today kindly take action,1
190,Office will remain closed tomorrow due to maintenance,1
191,Please review the attached document before the meeting for your information,1
192,Security update: all users must reset their passwords before the deadline,1
193,Reminder that the system maintenance will occur tonight,1
194,Please fill out the Google form for event registration please respond if needed,1
195,Please fill out the Google form for event registration kindly take action,1
196,Kindly register for the upcoming workshop using the link provided kindly take action,1
197,Office will remain closed tomorrow due to maintenance,1
198,Office will remain closed tomorrow due to maintenance please respond if needed,1
199,Please complete the compliance training before Friday kindly take action,1
200,Kindly register for the upcoming workshop using the link provided for your information,1
201,Kindly confirm your attendance for the seminar before the deadline,1
202,Training session on the new platform begins tomorrow kindly take action,1
203,Security update: all users must reset their passwords before the deadline,1
204,Please review the attached document before the meeting before the deadline,1
205,Important update regarding the project deadline,1
206,Office will remain closed tomorrow due to maintenance please respond if needed,1
207,Important update regarding the project deadline,1
208,Office will remain closed tomorrow due to maintenance,1
209,Training session on the new platform begins tomorrow before the deadline,1
210,Kindly register for the upcoming workshop using the link provided kindly take action,1
211,Important update regarding the project deadline before the deadline,1
212,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
213,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
214,Please fill out the Google form for event registration for your information,1
215,Important update regarding the project deadline,1
216,Reminder that the system maintenance will occur tonight for your information,1
217,Kindly confirm your attendance for the seminar kindly take action,1
218,Please review the attached document before the meeting,1
219,Please complete the compliance training before Friday please respond if needed,1
220,The quarterly review meeting will start at 3 PM kindly take action,1
221,Kindly register for the upcoming workshop using the link provided for your information,1
222,Please fill out the Google form for event registration for your information,1
223,Please fill out the Google form for event registration,1
224,Reminder that the system maintenance will occur tonight,1
225,Office will remain closed tomorrow due to maintenance please respond if needed,1
226,Please fill out the Google form for event registration,1
227,Kindly confirm your attendance for the seminar kindly take action,1
228,Security update: all users must reset their passwords before the deadline,1
229,Kindly register for the upcoming workshop using the link provided for your information,1
230,Kindly register for the upcoming workshop using the link provided,1
231,Important update regarding the project deadline kindly take action,1
232,Office will remain closed tomorrow due to maintenance,1
233,Office will remain closed tomorrow due to maintenance kindly take action,1
234,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
235,The quarterly review meeting will start at 3 PM,1
236,Please complete the compliance training before Friday before the deadline,1
237,Office will remain closed tomorrow due to maintenance for your information,1
238,Security update: all users must reset their passwords please respond if needed,1
239,Office will remain closed tomorrow due to maintenance please respond if needed,1
240,Kindly confirm your attendance for the seminar please respond if needed,1
241,Submit the required documents for verification please respond if needed,1
242,Office will remain closed tomorrow due to maintenance for your information,1
243,Please review the attached document before the meeting please respond if needed,1
244,Training session on the new platform begins tomorrow kindly take action,1
245,Submit the required documents for verification for your information,1
246,Submit the required documents for verification please respond if needed,1
247,Important update regarding the project deadline please respond if needed,1
248,Submit the required documents for verification,1
249,There will be a temporary server downtime tonight,1
250,Kindly confirm your attendance for the seminar for your information,1
251,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
252,Kindly confirm your attendance for the seminar for your information,1
253,Please complete the compliance training before Friday kindly take action,1
254,Kindly confirm your attendance for the seminar please respond if needed,1
255,The client meeting has been scheduled for tomorrow at 10 AM,1
256,The quarterly review meeting will start at 3 PM please respond if needed,1
257,There will be a temporary server downtime tonight kindly take action,1
258,Important update regarding the project deadline,1
259,Submit the required documents for verification kindly take action,1
260,Please complete the compliance training before Friday before the deadline,1
261,There will be a temporary server downtime tonight before the deadline,1
262,Please complete the compliance training before Friday,1
263,Reminder that the system maintenance will occur tonight kindly take action,1
264,Kindly register for the upcoming workshop using the link provided before the deadline,1
265,Important update regarding the project deadline,1
266,Reminder that the system maintenance will occur tonight before the deadline,1
267,There will be a temporary server downtime tonight kindly take action,1
268,Training session on the new platform begins tomorrow kindly take action,1
269,There will be a temporary server downtime tonight before the deadline,1
270,Please fill out the Google form for event registration,1
271,There will be a temporary server downtime tonight before the deadline,1
272,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
273,Please review the attached document before the meeting for your information,1
274,Please review the attached document before the meeting before the deadline,1
275,Office will remain closed tomorrow due to maintenance before the deadline,1
276,The quarterly review meeting will start at 3 PM please respond if needed,1
277,Please complete the compliance training before Friday for your information,1
278,Reminder that the system maintenance will occur tonight kindly take action,1
279,Security update: all users must reset their passwords kindly take action,1
280,The quarterly review meeting will start at 3 PM,1
281,Training session on the new platform begins tomorrow kindly take action,1
282,Please fill out the Google form for event registration kindly take action,1
283,The quarterly review meeting will start at 3 PM for your information,1
284,Please complete the compliance training before Friday for your information,1
285,Training session on the new platform begins tomorrow kindly take action,1
286,Please fill out the Google form for event registration please respond if needed,1
287,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
288,The quarterly review meeting will start at 3 PM for your information,1
289,The quarterly review meeting will start at 3 PM please respond if needed,1
290,Security update: all users must reset their passwords before the deadline,1
291,Important update regarding the project deadline for your information,1
292,Please fill out the Google form for event registration,1
293,Important update regarding the project deadline kindly take action,1
294,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
295,Submit the required documents for verification before the deadline,1
296,Security update: all users must reset their passwords kindly take action,1
297,Reminder to submit your weekly report today for your information,1
298,Reminder to submit your weekly report today please respond if needed,1
299,Please fill out the Google form for event registration for your information,1
300,Submit the required documents for verification please respond if needed,1
301,The quarterly review meeting will start at 3 PM,1
302,Important update regarding the project deadline before the deadline,1
303,The quarterly review meeting will start at 3 PM before the deadline,1
304,Please complete the compliance training before Friday,1
305,Kindly confirm your attendance for the seminar please respond if needed,1
306,The quarterly review meeting will start at 3 PM kindly take action,1
307,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
308,Kindly register for the upcoming workshop using the link provided,1
309,Please review the attached document before the meeting please respond if needed,1
310,Reminder to submit your weekly report today before the deadline,1
311,Kindly confirm your attendance for the seminar,1
312,Reminder to submit your weekly report today for your information,1
313,Office will remain closed tomorrow due to maintenance before the deadline,1
314,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
315,Reminder to submit your weekly report today for your information,1
316,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
317,The quarterly review meeting will start at 3 PM,1
318,Office will remain closed tomorrow due to maintenance,1
319,Submit the required documents for verification for your information,1
320,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
321,Submit the required documents for verification before the deadline,1
322,Reminder to submit your weekly report today,1
323,Please fill out the Google form for event registration please respond if needed,1
324,Office will remain closed tomorrow due to maintenance,1
325,Reminder to submit your weekly report today please respond if needed,1
326,Submit the required documents for verification for your information,1
327,The quarterly review meeting will start at 3 PM before the deadline,1
328,Please fill out the Google form for event registration before the deadline,1
329,Please complete the compliance training before Friday for your information,1
330,Security update: all users must reset their passwords before the deadline,1
331,There will be a temporary server downtime tonight before the deadline,1
332,Reminder to submit your weekly report today please respond if needed,1
333,Training session on the new platform begins tomorrow for your information,1
334,Reminder to submit your weekly report today kindly take action,1
335,Submit the required documents for verification please respond if needed,1
336,Kindly confirm your attendance for the seminar kindly take action,1
337,Submit the required documents for verification before the deadline,1
338,Reminder to submit your weekly report today please respond if needed,1
339,Important update regarding the project deadline for your information,1
340,Reminder that the system maintenance will occur tonight kindly take action,1
341,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
342,Please complete the compliance training before Friday kindly take action,1
343,Office will remain closed tomorrow due to maintenance before the deadline,1
344,Reminder that the system maintenance will occur tonight please respond if needed,1
345,Kindly register for the upcoming workshop using the link provided please respond if needed,1
346,There will be a temporary server downtime tonight please respond if needed,1
347,Training session on the new platform begins tomorrow please respond if needed,1
348,Reminder that the system maintenance will occur tonight for your information,1
349,There will be a temporary server downtime tonight kindly take action,1
350,Please fill out the Google form for event registration for your information,1
351,There will be a temporary server downtime tonight,1
352,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
353,There will be a temporary server downtime tonight before the deadline,1
354,Training session on the new platform begins tomorrow,1
355,Kindly confirm your attendance for the seminar before the deadline,1
356,There will be a temporary server downtime tonight for your information,1
357,Please review the attached document before the meeting kindly take action,1
358,Important update regarding the project deadline for your information,1
359,Kindly confirm your attendance for the seminar for your information,1
360,Please fill out the Google form for event registration before the deadline,1
361,Submit the required documents for verification before the deadline,1
362,Office will remain closed tomorrow due to maintenance please respond if needed,1
363,Reminder to submit your weekly report today please respond if needed,1
364,Important update regarding the project deadline for your information,1
365,Reminder to submit your weekly report today,1
366,There will be a temporary server downtime tonight kindly take action,1
367,The quarterly review meeting will start at 3 PM for your information,1
368,Training session on the new platform begins tomorrow please respond if needed,1
369,Kindly confirm your attendance for the seminar for your information,1
370,Office will remain closed tomorrow due to maintenance please respond if needed,1
371,Security update: all users must reset their passwords before the deadline,1
372,Please review the attached document before the meeting for your information,1
373,Security update: all users must reset their passwords before the deadline,1
374,The quarterly review meeting will start at 3 PM,1
375,Reminder that the system maintenance will occur tonight for your information,1
376,Kindly register for the upcoming workshop using the link provided for your information,1
377,Kindly register for the upcoming workshop using the link provided,1
378,Important update regarding the project deadline for your information,1
379,Please complete the compliance training before Friday please respond if needed,1
380,Reminder to submit your weekly report today kindly take action,1
381,Please complete the compliance training before Friday for your information,1
382,Important update regarding the project deadline for your information,1
383,Important update regarding the project deadline,1
384,Reminder to submit your weekly report today,1
385,Training session on the new platform begins tomorrow before the deadline,1
386,Please review the attached document before the meeting kindly take action,1
387,The client meeting has been scheduled for tomorrow at 10 AM,1
388,Submit the required documents for verification,1
389,Submit the required documents for verification,1
390,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
391,Kindly confirm your attendance for the seminar,1
392,Security update: all users must reset their passwords please respond if needed,1
393,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
394,Reminder to submit your weekly report today,1
395,Security update: all users must reset their passwords please respond if needed,1
396,Reminder to submit your weekly report today kindly take action,1
397,Submit the required documents for verification kindly take action,1
398,Kindly register for the upcoming workshop using the link provided before the deadline,1
399,Security update: all users must reset their passwords,1
400,Submit the required documents for verification please respond if needed,1
401,Important update regarding the project deadline,1
402,Security update: all users must reset their passwords,1
403,Office will remain closed tomorrow due to maintenance kindly take action,1
404,Security update: all users must reset their passwords for your information,1
405,There will be a temporary server downtime tonight please respond if needed,1
406,Reminder that the system maintenance will occur tonight before the deadline,1
407,Training session on the new platform begins tomorrow please respond if needed,1
408,Reminder that the system maintenance will occur tonight kindly take action,1
409,Kindly confirm your attendance for the seminar before the deadline,1
410,Submit the required documents for verification,1
411,Submit the required documents for verification before the deadline,1
412,Submit the required documents for verification,1
413,Please complete the compliance training before Friday before the deadline,1
414,There will be a temporary server downtime tonight kindly take action,1
415,Reminder that the system maintenance will occur tonight before the deadline,1
416,The quarterly review meeting will start at 3 PM kindly take action,1
417,Please review the attached document before the meeting for your information,1
418,Kindly confirm your attendance for the seminar for your information,1
419,Reminder that the system maintenance will occur tonight for your information,1
420,Please complete the compliance training before Friday for your information,1
421,Training session on the new platform begins tomorrow please respond if needed,1
422,There will be a temporary server downtime tonight please respond if needed,1
423,Training session on the new platform begins tomorrow before the deadline,1
424,The quarterly review meeting will start at 3 PM kindly take action,1
425,Security update: all users must reset their passwords before the deadline,1
426,Submit the required documents for verification for your information,1
427,Reminder to submit your weekly report today for your information,1
428,Kindly confirm your attendance for the seminar before the deadline,1
429,Important update regarding the project deadline kindly take action,1
430,Kindly confirm your attendance for the seminar please respond if needed,1
431,Kindly confirm your attendance for the seminar,1
432,Important update regarding the project deadline for your information,1
433,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
434,Security update: all users must reset their passwords before the deadline,1
435,The quarterly review meeting will start at 3 PM for your information,1
436,Please complete the compliance training before Friday,1
437,Reminder to submit your weekly report today kindly take action,1
438,Kindly register for the upcoming workshop using the link provided for your information,1
439,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
440,Submit the required documents for verification kindly take action,1
441,Please complete the compliance training before Friday kindly take action,1
442,Office will remain closed tomorrow due to maintenance before the deadline,1
443,Training session on the new platform begins tomorrow kindly take action,1
444,Please fill out the Google form for event registration,1
445,Please fill out the Google form for event registration please respond if needed,1
446,Reminder that the system maintenance will occur tonight please respond if needed,1
447,Training session on the new platform begins tomorrow for your information,1
448,Reminder to submit your weekly report today before the deadline,1
449,Submit the required documents for verification please respond if needed,1
450,Training session on the new platform begins tomorrow for your information,1
451,The quarterly review meeting will start at 3 PM for your information,1
452,Reminder to submit your weekly report today,1
453,Reminder that the system maintenance will occur tonight kindly take action,1
454,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
455,Training session on the new platform begins tomorrow please respond if needed,1
456,Important update regarding the project deadline before the deadline,1
457,Please complete the compliance training before Friday for your information,1
458,Please fill out the Google form for event registration before the deadline,1
459,Please complete the compliance training before Friday for your information,1
460,Training session on the new platform begins tomorrow before the deadline,1
461,Please complete the compliance training before Friday kindly take action,1
462,Training session on the new platform begins tomorrow for your information,1
463,Important update regarding the project deadline kindly take action,1
464,Important update regarding the project deadline please respond if needed,1
465,Reminder that the system maintenance will occur tonight please respond if needed,1
466,Please complete the compliance training before Friday,1
467,Training session on the new platform begins tomorrow before the deadline,1
468,Submit the required documents for verification please respond if needed,1
469,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
470,Training session on the new platform begins tomorrow for your information,1
471,Important update regarding the project deadline before the deadline,1
472,Submit the required documents for verification before the deadline,1
473,Security update: all users must reset their passwords kindly take action,1
474,Reminder that the system maintenance will occur tonight please respond if needed,1
475,Important update regarding the project deadline please respond if needed,1
476,Please complete the compliance training before Friday please respond if needed,1
477,Important update regarding the project deadline,1
478,Training session on the new platform begins tomorrow before the deadline,1
479,Kindly register for the upcoming workshop using the link provided kindly take action,1
480,Please review the attached document before the meeting,1
481,Please fill out the Google form for event registration kindly take action,1
482,Training session on the new platform begins tomorrow please respond if needed,1
483,The quarterly review meeting will start at 3 PM for your information,1
484,Reminder that the system maintenance will occur tonight,1
485,Security update: all users must reset their passwords kindly take action,1
486,Reminder to submit your weekly report today for your information,1
487,Reminder to submit your weekly report today kindly take action,1
488,Kindly register for the upcoming workshop using the link provided,1
489,Important update regarding the project deadline for your information,1
490,Reminder that the system maintenance will occur tonight,1
491,There will be a temporary server downtime tonight for your information,1
492,Reminder that the system maintenance will occur tonight before the deadline,1
493,The quarterly review meeting will start at 3 PM,1
494,Kindly register for the upcoming workshop using the link provided please respond if needed,1
495,Submit the required documents for verification before the deadline,1
496,Important update regarding the project deadline,1
497,The client meeting has been scheduled for tomorrow at 10 AM,1
498,Please fill out the Google form for event registration for your information,1
499,Security update: all users must reset their passwords before the deadline,1
500,Submit the required documents for verification before the deadline,1
501,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
502,There will be a temporary server downtime tonight for your information,1
503,Office will remain closed tomorrow due to maintenance for your information,1
504,Important update regarding the project deadline before the deadline,1
505,There will be a temporary server downtime tonight kindly take action,1
506,Security update: all users must reset their passwords before the deadline,1
507,Please review the attached document before the meeting before the deadline,1
508,Training session on the new platform begins tomorrow,1
509,Submit the required documents for verification please respond if needed,1
510,The quarterly review meeting will start at 3 PM please respond if needed,1
511,Important update regarding the project deadline,1
512,Kindly register for the upcoming workshop using the link provided please respond if needed,1
513,Kindly register for the upcoming workshop using the link provided before the deadline,1
514,Reminder that the system maintenance will occur tonight please respond if needed,1
515,Please review the attached document before the meeting for your information,1
516,Reminder to submit your weekly report today before the deadline,1
517,Reminder to submit your weekly report today kindly take action,1
518,Please review the attached document before the meeting please respond if needed,1
519,Important update regarding the project deadline kindly take action,1
520,Training session on the new platform begins tomorrow for your information,1
521,Reminder that the system maintenance will occur tonight please respond if needed,1
522,Office will remain closed tomorrow due to maintenance kindly take action,1
523,Submit the required documents for verification before the deadline,1
524,The quarterly review meeting will start at 3 PM please respond if needed,1
525,There will be a temporary server downtime tonight,1
526,Please fill out the Google form for event registration please respond if needed,1
527,The quarterly review meeting will start at 3 PM please respond if needed,1
528,Office will remain closed tomorrow due to maintenance kindly take action,1
529,Kindly confirm your attendance for the seminar please respond if needed,1
530,Reminder that the system maintenance will occur tonight,1
531,Kindly register for the upcoming workshop using the link provided kindly take action,1
532,Security update: all users must reset their passwords before the deadline,1
533,Office will remain closed tomorrow due to maintenance kindly take action,1
534,Reminder to submit your weekly report today,1
535,Reminder to submit your weekly report today kindly take action,1
536,Training session on the new platform begins tomorrow for your information,1
537,Important update regarding the project deadline before the deadline,1
538,Please fill out the Google form for event registration for your information,1
539,Reminder to submit your weekly report today,1
540,Security update: all users must reset their passwords,1
541,Office will remain closed tomorrow due to maintenance for your information,1
542,Training session on the new platform begins tomorrow kindly take action,1
543,Security update: all users must reset their passwords kindly take action,1
544,Please review the attached document before the meeting,1
545,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
546,Security update: all users must reset their passwords,1
547,Submit the required documents for verification kindly take action,1
548,Security update: all users must reset their passwords,1
549,Submit the required documents for verification please respond if needed,1
550,Reminder to submit your weekly report today before the deadline,1
551,The quarterly review meeting will start at 3 PM for your information,1
552,Office will remain closed tomorrow due to maintenance kindly take action,1
553,Kindly register for the upcoming workshop using the link provided before the deadline,1
554,There will be a temporary server downtime tonight for your information,1
555,Reminder that the system maintenance will occur tonight for your information,1
556,Please complete the compliance training before Friday for your information,1
557,Please complete the compliance training before Friday kindly take action,1
558,The quarterly review meeting will start at 3 PM,1
559,Kindly confirm your attendance for the seminar please respond if needed,1
560,Please complete the compliance training before Friday for your information,1
561,Training session on the new platform begins tomorrow for your information,1
562,Important update regarding the project deadline for your information,1
563,Kindly confirm your attendance for the seminar before the deadline,1
564,Please review the attached document before the meeting for your information,1
565,Reminder that the system maintenance will occur tonight kindly take action,1
566,Important update regarding the project deadline kindly take action,1
567,Reminder that the system maintenance will occur tonight for your information,1
568,Kindly confirm your attendance for the seminar before the deadline,1
569,Kindly confirm your attendance for the seminar,1
570,The quarterly review meeting will start at 3 PM before the deadline,1
571,Reminder to submit your weekly report today for your information,1
572,Please review the attached document before the meeting please respond if needed,1
573,Please fill out the Google form for event registration kindly take action,1
574,Security update: all users must reset their passwords for your information,1
575,The quarterly review meeting will start at 3 PM for your information,1
576,Submit the required documents for verification,1
577,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
578,Please fill out the Google form for event registration please respond if needed,1
579,Office will remain closed tomorrow due to maintenance kindly take action,1
580,Reminder to submit your weekly report today for your information,1
581,Reminder that the system maintenance will occur tonight,1
582,The quarterly review meeting will start at 3 PM before the deadline,1
583,Submit the required documents for verification please respond if needed,1
584,Training session on the new platform begins tomorrow please respond if needed,1
585,Important update regarding the project deadline before the deadline,1
586,Please review the attached document before the meeting before the deadline,1
587,There will be a temporary server downtime tonight,1
588,The client meeting has been scheduled for tomorrow at 10 AM,1
